PAIS;POSTO_APLICADOR;NU_INSCRICAO;NOTA_ENTREVISTADOR;NOTA_OBSERVADOR;NOTA_FINAL;DISCREPANCIA;SITUACAO
Inglaterra;King's College London-Londres;201301002801;3;3,2;3,1;0,2;Presente
Inglaterra;King's College London-Londres;201301004241;4;4,42;4,21;0,42;Presente
Inglaterra;King's College London-Londres;201301004366;4;3,79;3,895;0,21;Presente
Inglaterra;King's College London-Londres;201301004360;3;4,08;3,54;1,08;Presente
Inglaterra;King's College London-Londres;201301004062;0;0;0;0;Ausente
Inglaterra;King's College London-Londres;201301001346;0;0;0;0;Ausente
Inglaterra;King's College London-Londres;201301002264;0;0;0;0;Ausente
Inglaterra;King's College London-Londres;201301004077;4;3,66;3,83;0,34;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002139;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000395;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001223;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001227;1;1,17;1,085;0,17;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001080;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001221;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001427;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000518;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000721;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000722;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001834;3;3,88;3,44;0,88;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000650;1;3,08;2,04;2,08;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001808;1;1;1;0;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001931;3;3,41;3,205;0,41;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001679;3;3,71;3,355;0,71;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001814;2;3,41;2,705;1,41;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001928;3;4;3,5;1;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000479;3;3,17;3,085;0,17;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301004404;1;2,58;1,79;1,58;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002390;2;2,54;2,27;0,54;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002088;2;3;2,5;1;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001856;2;3,25;2,625;1,25;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001929;2;3,25;2,625;1,25;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002429;3;2,62;2,81;0,38;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301003330;3;3,41;3,205;0,41;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001810;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001932;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002292;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002383;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000726;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001066;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001683;3;3;3;0;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002089;3;3,08;3,04;0,08;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001873;2;2,62;2,31;0,62;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001936;1;2,25;1,625;1,25;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002148;1;3,41;2,205;2,41;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002957;4;5;4,5;1;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002626;4;5;4,5;1;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000481;3;1,71;2,355;1,29;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001809;3;3,58;3,29;0,58;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301000485;1;0,79;0,895;0,21;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001806;1;1,17;1,085;0,17;Presente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001070;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001079;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001081;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001576;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001675;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001807;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002098;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002126;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002254;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002256;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002398;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002769;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301002772;0;0;0;0;Ausente
Nigéria;Obafemi Awolowo University-Lle-Ife;201301001222;0;0;0;0;Ausente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004531;0;0;0;0;Ausente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301001399;5;4,54;4,77;0,46;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004529;0;0;0;0;Ausente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301000425;5;4,54;4,77;0,46;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301003915;5;5;5;0;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004462;3;2,38;2,69;0,62;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301001671;4;4,41;4,205;0,41;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301002850;4;3,58;3,79;0,42;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301003884;5;5;5;0;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004485;4;4,17;4,085;0,17;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004415;4;3,58;3,79;0,42;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004525;4;3,58;3,79;0,42;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301001074;4;4,71;4,355;0,71;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301001016;4;4,08;4,04;0,08;Presente
França;Universidade Blaise Pascal-Clermont-Ferrand;201301004420;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000334;5;5;5;0;Presente
Brasil;Universidade de Brasília-UnB;201301001004;4;4,33;4,165;0,33;Presente
Brasil;Universidade de Brasília-UnB;201301001643;3;2,99;2,995;0,01;Presente
Brasil;Universidade de Brasília-UnB;201301001950;2;1,75;1,875;0,25;Presente
Brasil;Universidade de Brasília-UnB;201301002334;2;4,13;3,065;2,13;Presente
Brasil;Universidade de Brasília-UnB;201301003585;3;2,71;2,855;0,29;Presente
Brasil;Universidade de Brasília-UnB;201301004345;3;3,41;3,205;0,41;Presente
Brasil;Universidade de Brasília-UnB;201301004207;5;4,79;4,895;0,21;Presente
Brasil;Universidade de Brasília-UnB;201301000126;2;2,71;2,355;0,71;Presente
Brasil;Universidade de Brasília-UnB;201301001047;4;3,46;3,73;0,54;Presente
Brasil;Universidade de Brasília-UnB;201301000526;4;2,96;3,48;1,04;Presente
Brasil;Universidade de Brasília-UnB;201301003477;4;4,79;4,395;0,79;Presente
Brasil;Universidade de Brasília-UnB;201301001600;3;3,17;3,085;0,17;Presente
Brasil;Universidade de Brasília-UnB;201301003414;3;3,5;3,25;0,5;Presente
Brasil;Universidade de Brasília-UnB;201301003045;2;3,17;2,585;1,17;Presente
Brasil;Universidade de Brasília-UnB;201301001924;2;4,71;3,355;2,71;Presente
Brasil;Universidade de Brasília-UnB;201301002280;2;3,25;2,625;1,25;Presente
Brasil;Universidade de Brasília-UnB;201301000785;2;3,04;2,52;1,04;Presente
Brasil;Universidade de Brasília-UnB;201301000731;4;4,17;4,085;0,17;Presente
Brasil;Universidade de Brasília-UnB;201301002752;3;3,41;3,205;0,41;Presente
Brasil;Universidade de Brasília-UnB;201301000821;4;4,33;4,165;0,33;Presente
Brasil;Universidade de Brasília-UnB;201301003874;1;1,75;1,375;0,75;Presente
Brasil;Universidade de Brasília-UnB;201301001413;5;4,92;4,96;0,08;Presente
Brasil;Universidade de Brasília-UnB;201301003286;4;3,5;3,75;0,5;Presente
Brasil;Universidade de Brasília-UnB;201301002969;5;4,33;4,665;0,67;Presente
Brasil;Universidade de Brasília-UnB;201301001566;2;2,92;2,46;0,92;Presente
Brasil;Universidade de Brasília-UnB;201301003886;5;4,25;4,625;0,75;Presente
Brasil;Universidade de Brasília-UnB;201301003159;4;3,5;3,75;0,5;Presente
Brasil;Universidade de Brasília-UnB;201301003901;4;3,41;3,705;0,59;Presente
Brasil;Universidade de Brasília-UnB;201301003685;3;2,7;2,85;0,3;Presente
Brasil;Universidade de Brasília-UnB;201301003693;1;4,5;2,75;3,5;Presente
Brasil;Universidade de Brasília-UnB;201301000813;4;4,71;4,355;0,71;Presente
Brasil;Universidade de Brasília-UnB;201301001351;3;3,38;3,19;0,38;Presente
Brasil;Universidade de Brasília-UnB;201301002659;4;5;4,5;1;Presente
Brasil;Universidade de Brasília-UnB;201301001359;4;4,5;4,25;0,5;Presente
Brasil;Universidade de Brasília-UnB;201301001247;3;3,58;3,29;0,58;Presente
Brasil;Universidade de Brasília-UnB;201301001271;3;4,79;3,895;1,79;Presente
Brasil;Universidade de Brasília-UnB;201301002606;5;4,09;4,545;0,91;Presente
Brasil;Universidade de Brasília-UnB;201301002660;3;3,91;3,455;0,91;Presente
Brasil;Universidade de Brasília-UnB;201301003650;3;3,21;3,105;0,21;Presente
Brasil;Universidade de Brasília-UnB;201301003800;4;4,5;4,25;0,5;Presente
Brasil;Universidade de Brasília-UnB;201301001204;4;3,46;3,73;0,54;Presente
Brasil;Universidade de Brasília-UnB;201301002795;3;3,54;3,27;0,54;Presente
Brasil;Universidade de Brasília-UnB;201301002445;5;4,17;4,585;0,83;Presente
Brasil;Universidade de Brasília-UnB;201301003695;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003702;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001618;5;5;5;0;Presente
Brasil;Universidade de Brasília-UnB;201301000619;4;3,75;3,875;0,25;Presente
Brasil;Universidade de Brasília-UnB;201301003791;2;3,12;2,56;1,12;Presente
Brasil;Universidade de Brasília-UnB;201301004394;3;3,75;3,375;0,75;Presente
Brasil;Universidade de Brasília-UnB;201301003063;5;4,33;4,665;0,67;Presente
Brasil;Universidade de Brasília-UnB;201301003114;5;5;5;0;Presente
Brasil;Universidade de Brasília-UnB;201301003674;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003689;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003453;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000213;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301004496;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000982;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001251;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003648;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001360;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000810;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301002645;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000979;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001104;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301002224;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001894;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001538;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001122;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001678;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301002980;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301002059;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003103;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003104;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003056;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301002569;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301004274;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000844;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000735;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301001356;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003586;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000607;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301000012;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301002731;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003717;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301004151;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003974;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003696;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003701;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003670;0;0;0;0;Ausente
Brasil;Universidade de Brasília-UnB;201301003027;3;4,17;3,585;1,17;Presente
Brasil;Universidade de Brasília-UnB;201301002222;2;4,09;3,045;2,09;Presente
Brasil;Universidade de Brasília-UnB;201301001103;0;1,17;0,585;1,17;Presente
Brasil;Universidade de Brasília-UnB;201301003679;5;5;5;0;Presente
Brasil;Universidade de Brasília-UnB;201301000823;3;3,88;3,44;0,88;Presente
Brasil;Universidade de Brasília-UnB;201301003690;3;4,5;3,75;1,5;Presente
Brasil;Universidade de Brasília-UnB;201301002667;3;4,79;3,895;1,79;Presente
Brasil;Universidade de Brasília-UnB;201301003065;3;4,33;3,665;1,33;Presente
Brasil;Universidade de Brasília-UnB;201301000997;3;5;4;2;Presente
Brasil;Universidade de Brasília-UnB;201301003592;3;4,5;3,75;1,5;Presente
Brasil;Universidade de Brasília-UnB;201301000606;2;2,38;2,19;0,38;Presente
Brasil;Universidade de Brasília-UnB;201301003443;3;5;4;2;Presente
Brasil;Universidade de Brasília-UnB;201301003891;3;4,08;3,54;1,08;Presente
Brasil;Universidade de Brasília-UnB;201301000633;4;5;4,5;1;Presente
Brasil;Universidade de Brasília-UnB;201301003672;3;3,41;3,205;0,41;Presente
Brasil;Universidade de Brasília-UnB;201301003686;4;4,83;4,415;0,83;Presente
Brasil;Universidade de Brasília-UnB;201301003682;4;4,75;4,375;0,75;Presente
Brasil;Universidade de Brasília-UnB;201301000787;4;3,88;3,94;0,12;Presente
Brasil;Universidade de Brasília-UnB;201301001355;2;3,17;2,585;1,17;Presente
Brasil;Universidade de Brasília-UnB;201301001235;4;3,33;3,665;0,67;Presente
China;Universidade de Comunicação da China-Pequim;201301003300;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301002861;4;2,5;3,25;1,5;Presente
China;Universidade de Comunicação da China-Pequim;201301001549;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301001670;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301001224;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301002941;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301003569;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301001382;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301001262;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301003611;4;2,38;3,19;1,62;Presente
China;Universidade de Comunicação da China-Pequim;201301004206;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301004225;2;1,41;1,705;0,59;Presente
China;Universidade de Comunicação da China-Pequim;201301001378;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301000035;3;3,04;3,02;0,04;Presente
China;Universidade de Comunicação da China-Pequim;201301000188;3;2,96;2,98;0,04;Presente
China;Universidade de Comunicação da China-Pequim;201301000460;4;4,25;4,125;0,25;Presente
China;Universidade de Comunicação da China-Pequim;201301000511;4;2,83;3,415;1,17;Presente
China;Universidade de Comunicação da China-Pequim;201301001374;3;3,2;3,1;0,2;Presente
China;Universidade de Comunicação da China-Pequim;201301001391;1;1;1;0;Presente
China;Universidade de Comunicação da China-Pequim;201301001920;3;2,66;2,83;0,34;Presente
China;Universidade de Comunicação da China-Pequim;201301002012;2;1,71;1,855;0,29;Presente
China;Universidade de Comunicação da China-Pequim;201301002083;1;1,67;1,335;0,67;Presente
China;Universidade de Comunicação da China-Pequim;201301002837;1;1,17;1,085;0,17;Presente
China;Universidade de Comunicação da China-Pequim;201301001238;0;0;0;0;Ausente
China;Universidade de Comunicação da China-Pequim;201301003053;0;0,5;0,25;0,5;Presente
China;Universidade de Comunicação da China-Pequim;201301003271;3;2,62;2,81;0,38;Presente
China;Universidade de Comunicação da China-Pequim;201301003559;2;2,25;2,125;0,25;Presente
China;Universidade de Macau;201301001148;0;0;0;0;Ausente
China;Universidade de Macau;201301001071;0;0;0;0;Ausente
China;Universidade de Macau;201301000910;0;0;0;0;Ausente
China;Universidade de Macau;201301001135;0;0;0;0;Ausente
China;Universidade de Macau;201301003233;0;0;0;0;Ausente
China;Universidade de Macau;201301003034;3;2,83;2,915;0,17;Presente
China;Universidade de Macau;201301001379;4;4,33;4,165;0,33;Presente
China;Universidade de Macau;201301003849;4;4,92;4,46;0,92;Presente
China;Universidade de Macau;201301001933;2;1,33;1,665;0,67;Presente
China;Universidade de Macau;201301001228;2;2,46;2,23;0,46;Presente
China;Universidade de Macau;201301002934;5;5;5;0;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301000741;4;4,41;4,205;0,41;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003175;2;2,21;2,105;0,21;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301002827;2;3;2,5;1;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003741;0;0;0;0;Ausente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301002539;2;3,33;2,665;1,33;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003096;3;2,79;2,895;0,21;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003740;0;0;0;0;Ausente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301002937;2;2,29;2,145;0,29;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301002521;2;2,5;2,25;0,5;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301001083;2;2,67;2,335;0,67;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301001590;5;4,79;4,895;0,21;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301001617;4;3,41;3,705;0,59;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301000719;3;3,42;3,21;0,42;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003079;2;2,5;2,25;0,5;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301000151;5;5;5;0;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003084;2;3,13;2,565;1,13;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301004311;2;2,79;2,395;0,79;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003257;0;0;0;0;Ausente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003086;3;3,5;3,25;0,5;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301004279;2;3;2,5;1;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301004286;1;2,37;1,685;1,37;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301002780;0;0;0;0;Ausente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003090;3;3,75;3,375;0,75;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003195;5;4,71;4,855;0,29;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301001559;5;4,92;4,96;0,08;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301000271;3;3,67;3,335;0,67;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003336;2;2,58;2,29;0,58;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003093;0;0,83;0,415;0,83;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301000004;3;3,25;3,125;0,25;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003749;0;0;0;0;Ausente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301002313;3;3,67;3,335;0,67;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301001496;0;0;0;0;Ausente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301003214;5;5;5;0;Presente
Brasil;Universidade Estadual de Campinas-UNICAMP;201301000349;0;0;0;0;Ausente
